date,rainfall,solar_exposure,min_temperature,max_temperature,pv_capacity,peak_power
2015-08-24,4.0,5.8,14.2,17.0,313008.0,9944.97
2015-08-25,27.2,10.4,12.2,19.7,313008.0,9985.16
2015-08-26,10.0,9.0,11.7,18.9,313008.0,9785.41
2015-08-27,2.2,10.5,9.7,20.5,313008.0,9869.91
2015-08-28,0.0,14.1,8.5,19.0,313008.0,9545.85
2015-08-29,0.0,16.5,5.6,19.2,313008.0,8993.25
2015-08-30,0.0,15.0,6.6,16.8,313008.0,9559.85
2015-08-31,0.0,16.2,5.8,17.7,313008.0,10001.86
2015-09-01,0.0,17.6,4.2,17.6,315835.0,10104.07
2015-09-02,0.0,14.9,4.0,19.3,315835.0,9895.63
2015-09-03,1.6,14.7,10.1,20.3,315835.0,9957.26
2015-09-04,1.2,10.4,12.4,18.1,315835.0,9500.38
2015-09-05,0.2,15.0,7.6,19.5,315835.0,8844.39
2015-09-06,0.2,10.3,10.1,16.3,315835.0,9002.74
2015-09-07,10.2,15.8,8.2,22.8,315835.0,9389.74
2015-09-08,0.0,18.4,6.3,18.7,315835.0,9706.11
2015-09-09,0.0,18.6,6.3,17.5,315835.0,9496.9
2015-09-10,0.0,13.7,8.4,18.0,315835.0,9518.95
2015-09-11,0.0,19.1,11.6,22.1,315835.0,8814.84
2015-09-12,0.0,19.3,7.9,25.2,315835.0,8087.62
2015-09-13,0.0,18.5,10.1,23.8,315835.0,8308.87
2015-09-14,0.0,19.4,9.3,23.0,315835.0,9036.5
2015-09-15,0.0,18.8,9.9,28.6,315835.0,8919.15
2015-09-16,0.0,20.1,7.8,19.8,315835.0,8927.9
2015-09-17,0.0,15.2,9.6,18.2,315835.0,9180.39
2015-09-18,3.0,18.5,12.5,18.3,315835.0,8862.04
2015-09-19,3.2,12.9,12.1,18.7,315835.0,8425.92
2015-09-20,3.4,13.3,9.2,18.1,315835.0,8510.82
2015-09-21,0.2,19.0,8.7,24.6,315835.0,9036.97
2015-09-22,0.2,19.4,11.5,17.9,315835.0,9532.06
2015-09-23,0.0,17.9,8.5,14.9,315835.0,10168.77
2015-09-24,0.0,16.6,7.7,15.5,315835.0,10398.73
2015-09-25,1.6,10.1,10.4,16.5,315835.0,9852.49
2015-09-26,7.0,15.0,10.6,18.0,315835.0,8694.73
2015-09-27,1.4,15.8,12.2,17.6,315835.0,8750.56
2015-09-28,0.0,22.5,9.1,19.9,315835.0,9078.11
2015-09-29,0.0,22.0,8.2,24.5,315835.0,8834.32
2015-09-30,0.0,14.3,13.7,20.2,315835.0,8830.75
2015-10-01,0.0,20.8,13.5,24.5,318501.0,8840.01
2015-10-02,0.0,21.4,14.2,23.2,318501.0,8461.38
2015-10-03,0.0,23.9,11.6,32.4,318501.0,7990.14
2015-10-04,0.0,16.4,11.7,32.8,318501.0,8092.93
2015-10-05,0.0,23.8,12.1,36.1,318501.0,9075.4
2015-10-06,0.0,24.2,14.1,35.4,318501.0,10391.0
2015-10-07,0.0,8.7,15.4,20.4,318501.0,8254.24
2015-10-08,0.0,8.8,16.7,21.1,318501.0,8519.02
2015-10-09,0.0,23.3,16.4,22.6,318501.0,8352.3
2015-10-10,0.0,20.7,13.2,26.1,318501.0,7880.77
2015-10-11,0.0,13.8,12.1,26.6,318501.0,8002.72
2015-10-12,2.8,22.6,15.0,30.0,318501.0,8803.36
2015-10-13,0.0,5.5,16.0,19.5,318501.0,8513.63
2015-10-14,1.4,18.4,13.8,24.1,318501.0,8497.52
2015-10-15,0.0,25.5,13.9,25.4,318501.0,9024.16
2015-10-16,0.0,25.6,14.5,31.2,318501.0,9626.89
2015-10-17,0.0,21.9,16.6,25.0,318501.0,7971.23
2015-10-18,1.0,13.6,18.9,21.3,318501.0,7810.94
2015-10-19,0.0,22.4,18.0,24.7,318501.0,8980.8
2015-10-20,0.0,19.2,16.1,30.8,318501.0,9456.56
2015-10-21,10.0,7.5,16.3,27.1,318501.0,8851.4
2015-10-22,1.8,5.8,15.1,20.9,318501.0,8483.92
2015-10-23,17.0,15.0,11.6,19.5,318501.0,8069.42
2015-10-24,0.0,25.3,10.7,22.5,318501.0,7546.73
2015-10-25,0.0,22.4,12.2,25.0,318501.0,7862.48
2015-10-26,0.0,11.6,13.7,29.3,318501.0,8655.15
2015-10-27,7.6,10.5,15.5,18.6,318501.0,8290.57
2015-10-28,0.0,19.4,11.8,20.4,318501.0,8189.07
2015-10-29,0.0,26.3,12.3,22.3,318501.0,8195.41
2015-10-30,0.0,24.3,10.8,22.8,318501.0,8115.48
2015-10-31,0.0,16.5,13.1,24.6,318501.0,7563.67
2015-11-01,0.0,23.7,15.3,28.2,321232.0,8039.69
2015-11-02,15.4,25.5,17.7,30.5,321232.0,9219.41
2015-11-03,0.0,3.9,17.0,20.5,321232.0,8518.19
2015-11-04,3.2,3.9,16.4,19.4,321232.0,8435.22
2015-11-05,18.4,5.3,16.0,21.6,321232.0,8426.73
2015-11-06,13.0,18.3,17.3,27.9,321232.0,8476.05
2015-11-07,0.8,18.3,15.6,24.4,321232.0,7529.95
2015-11-08,0.0,16.5,14.0,20.3,321232.0,7490.61
2015-11-09,0.2,28.9,11.8,22.9,321232.0,8360.12
2015-11-10,0.0,29.3,12.0,26.5,321232.0,8780.33
2015-11-11,0.0,9.9,18.3,22.8,321232.0,8483.18
2015-11-12,0.8,15.0,16.0,25.2,321232.0,8608.06
2015-11-13,3.8,16.6,15.1,29.0,321232.0,8701.28
2015-11-14,20.0,8.2,16.0,19.8,321232.0,7705.86
2015-11-15,20.0,13.0,15.0,20.1,321232.0,7508.03
2015-11-16,1.0,28.7,12.7,21.1,321232.0,8272.36
2015-11-17,0.0,30.7,11.4,24.9,321232.0,8722.05
2015-11-18,0.0,30.1,13.2,35.3,321232.0,10651.42
2015-11-19,0.0,28.6,16.0,33.7,321232.0,11697.3
2015-11-20,0.0,30.7,20.7,40.4,321232.0,12601.82
2015-11-21,0.0,12.0,18.8,21.1,321232.0,7998.31
2015-11-22,0.0,8.3,16.2,21.1,321232.0,7839.95
2015-11-23,0.0,30.2,14.1,23.9,321232.0,8962.51
2015-11-24,0.0,29.2,15.3,25.0,321232.0,9177.76
2015-11-25,0.0,32.3,14.6,30.9,321232.0,10535.14
2015-11-26,0.0,27.3,17.3,36.7,321232.0,11556.08
2015-11-27,0.0,21.5,14.7,21.7,321232.0,8586.8
2015-11-28,0.0,7.9,19.1,23.1,321232.0,8012.58
2015-11-29,1.2,19.8,19.2,26.9,321232.0,8554.06
2015-11-30,0.0,31.3,16.9,26.4,321232.0,10018.13
2015-12-01,0.0,28.8,16.2,37.3,323667.0,11574.02
2015-12-02,0.0,18.7,17.8,21.1,323667.0,8729.2
2015-12-03,0.0,17.5,13.2,21.1,323667.0,8339.54
2015-12-04,0.0,23.1,11.4,23.2,323667.0,8530.23
2015-12-05,0.0,32.1,11.4,25.8,323667.0,8116.84
2015-12-06,0.0,31.1,13.7,27.1,323667.0,8536.68
2015-12-07,0.0,23.1,16.7,25.4,323667.0,9687.81
2015-12-08,0.0,10.6,20.1,25.7,323667.0,9495.2
2015-12-09,1.8,24.5,20.0,32.6,323667.0,11283.72
2015-12-10,10.6,23.3,19.6,25.4,323667.0,10041.71
2015-12-11,0.0,29.6,19.6,34.3,323667.0,10967.36
2015-12-12,0.0,26.7,17.5,21.7,323667.0,7832.61
2015-12-13,0.0,17.9,17.7,23.8,323667.0,8005.76
2015-12-14,0.0,32.7,15.1,29.7,323667.0,10364.35
2015-12-15,0.0,20.0,16.2,28.0,323667.0,10354.47
2015-12-16,2.4,7.8,15.1,23.1,323667.0,9260.18
2015-12-17,0.0,24.0,14.0,26.9,323667.0,9418.95
2015-12-18,0.0,32.2,16.5,28.8,323667.0,10644.0
2015-12-19,0.0,32.1,16.7,32.8,323667.0,10426.28
2015-12-20,0.0,32.2,15.8,32.8,323667.0,10926.62
2015-12-21,0.0,8.4,18.0,29.2,323667.0,10131.51
2015-12-22,11.5,2.9,17.1,19.3,323667.0,8591.31
2015-12-23,23.0,17.3,16.8,22.8,323667.0,8262.57
2015-12-24,0.0,27.1,13.8,23.8,323667.0,7938.73
2015-12-25,0.0,19.1,13.7,24.8,323667.0,6807.41
2015-12-26,0.0,17.9,17.1,27.2,323667.0,7430.81
2015-12-27,2.4,22.4,16.2,20.9,323667.0,6917.01
2015-12-28,0.4,17.6,14.6,20.8,323667.0,7008.87
2015-12-29,0.0,30.7,12.8,22.7,323667.0,7703.26
2015-12-30,0.0,33.3,12.5,24.5,323667.0,8081.37
2015-12-31,0.0,30.7,14.3,26.2,323667.0,8529.23
2016-01-01,0.0,32.2,15.2,26.0,325413.0,7913.75
2016-01-02,0.0,21.7,14.9,24.2,325413.0,7390.04
2016-01-03,0.0,10.3,19.0,22.9,325413.0,7328.39
2016-01-04,14.0,6.4,18.4,23.1,325413.0,8313.11
2016-01-05,39.0,4.4,17.4,20.3,325413.0,8338.82
2016-01-06,31.6,3.1,16.6,18.1,325413.0,8256.95
2016-01-07,19.8,19.6,15.7,22.5,325413.0,7954.59
2016-01-08,0.0,30.0,13.9,25.2,325413.0,8340.45
2016-01-09,0.0,23.4,16.7,25.5,325413.0,8055.57
2016-01-10,0.0,30.9,15.8,27.1,325413.0,8904.38
2016-01-11,0.0,27.6,18.2,33.9,325413.0,11713.57
2016-01-12,0.0,19.1,20.2,33.8,325413.0,11300.21
2016-01-13,0.0,30.6,20.6,27.3,325413.0,11569.19
2016-01-14,0.2,13.5,15.8,39.1,325413.0,12670.87
2016-01-15,45.6,12.3,13.5,20.4,325413.0,8372.16
2016-01-16,2.2,19.9,15.1,22.2,325413.0,7344.46
2016-01-17,0.2,23.6,14.0,23.7,325413.0,7686.68
2016-01-18,0.0,30.9,14.9,26.1,325413.0,9471.14
2016-01-19,0.0,31.1,16.3,33.2,325413.0,11196.17
2016-01-20,0.0,27.5,18.5,37.6,325413.0,12566.79
2016-01-21,0.0,21.7,22.6,36.1,325413.0,12777.07
2016-01-22,29.6,6.1,22.3,28.1,325413.0,10629.0
2016-01-23,15.6,17.3,21.5,25.6,325413.0,8578.53
2016-01-24,0.8,9.3,19.8,24.0,325413.0,7917.95
2016-01-25,0.0,5.5,20.4,24.5,325413.0,8989.86
2016-01-26,3.8,22.2,19.6,26.8,325413.0,8300.79
2016-01-27,0.6,6.6,19.4,24.2,325413.0,9201.38
2016-01-28,0.0,22.1,21.5,28.9,325413.0,10423.7
2016-01-29,0.0,11.6,19.9,28.6,325413.0,10196.71
2016-01-30,33.6,16.3,18.8,26.7,325413.0,8943.8
2016-01-31,25.4,23.7,18.2,29.0,325413.0,8823.53
2016-02-01,0.0,11.6,16.7,25.1,327841.0,9149.42
2016-02-02,1.2,26.8,14.8,25.9,327841.0,9503.13
2016-02-03,0.0,26.3,16.8,29.8,327841.0,10422.29
2016-02-04,1.2,12.5,19.0,23.5,327841.0,8760.57
2016-02-05,0.4,17.4,20.1,24.0,327841.0,8515.99
2016-02-06,0.2,19.5,19.6,25.4,327841.0,7886.29
2016-02-07,1.6,25.0,17.5,25.8,327841.0,8462.74
2016-02-08,0.0,28.2,16.8,27.4,327841.0,10179.18
2016-02-09,0.0,25.3,19.3,25.1,327841.0,9857.29
2016-02-10,0.0,28.1,17.9,28.2,327841.0,10506.08
2016-02-11,0.0,22.7,17.2,27.8,327841.0,10207.79
2016-02-12,0.0,24.8,18.8,28.4,327841.0,10666.96
2016-02-13,0.0,27.6,18.6,29.6,327841.0,9924.05
2016-02-14,0.0,23.3,18.9,35.9,327841.0,10419.81
2016-02-15,0.0,22.2,22.0,28.1,327841.0,11389.48
2016-02-16,0.0,22.4,17.1,25.6,327841.0,9721.02
2016-02-17,0.0,22.8,17.6,23.2,327841.0,8995.27
2016-02-18,0.0,23.3,14.9,26.5,327841.0,9645.84
2016-02-19,0.0,25.9,18.2,30.3,327841.0,11446.13
2016-02-20,0.0,15.1,22.6,27.5,327841.0,9019.13
2016-02-21,2.8,21.6,20.2,27.4,327841.0,9251.29
2016-02-22,1.4,24.6,18.9,29.6,327841.0,11323.26
2016-02-23,0.0,25.6,17.1,30.0,327841.0,11687.88
2016-02-24,0.0,23.3,19.1,30.8,327841.0,12399.8
2016-02-25,0.0,25.7,19.2,37.7,327841.0,13458.63
2016-02-26,0.0,10.7,22.7,26.6,327841.0,10404.54
2016-02-27,2.2,22.1,19.7,26.7,327841.0,8872.12
2016-02-28,0.0,22.7,18.0,28.0,327841.0,9122.6
2016-02-29,0.0,14.0,17.6,26.2,327841.0,9914.98
2016-03-01,0.2,16.2,18.7,28.8,330267.0,10539.38
2016-03-02,0.8,21.9,17.1,29.8,330267.0,11159.26
2016-03-03,0.0,23.2,19.3,30.1,330267.0,11607.13
2016-03-04,0.0,19.3,19.2,28.7,330267.0,10783.12
2016-03-05,0.0,24.3,17.2,28.4,330267.0,9820.14
2016-03-06,0.0,22.5,16.7,28.9,330267.0,9759.57
2016-03-07,0.0,22.4,18.0,29.9,330267.0,11701.21
2016-03-08,0.0,22.3,18.8,29.2,330267.0,10875.53
2016-03-09,0.0,22.3,20.4,32.0,330267.0,12191.08
2016-03-10,0.0,18.6,20.1,27.7,330267.0,11287.87
2016-03-11,0.0,6.1,23.6,28.6,330267.0,10588.9
2016-03-12,0.0,21.7,19.5,30.9,330267.0,10208.39
2016-03-13,0.0,16.7,20.3,28.6,330267.0,9717.22
2016-03-14,0.0,13.6,19.9,30.8,330267.0,10708.77
2016-03-15,1.2,11.2,19.6,24.9,330267.0,9342.42
2016-03-16,9.0,16.9,19.4,24.9,330267.0,9265.79
2016-03-17,5.4,17.6,18.5,25.8,330267.0,9428.71
2016-03-18,0.2,10.2,17.1,27.3,330267.0,9152.8
2016-03-19,0.2,20.5,13.8,21.9,330267.0,7688.97
2016-03-20,0.0,16.0,15.4,21.6,330267.0,7735.28
2016-03-21,6.2,11.3,15.3,20.8,330267.0,8430.23
2016-03-22,0.4,15.0,14.1,22.3,330267.0,8517.17
2016-03-23,0.0,20.5,13.9,25.2,330267.0,8583.86
2016-03-24,0.0,20.0,13.7,28.3,330267.0,8793.67
2016-03-25,0.0,6.2,15.9,24.9,330267.0,7543.38
2016-03-26,0.0,19.7,15.6,26.1,330267.0,7767.3
2016-03-27,0.0,16.7,15.8,24.5,330267.0,7476.95
2016-03-28,0.0,12.8,18.0,25.1,330267.0,8149.61
2016-03-29,0.0,5.5,19.2,22.5,330267.0,8839.14
2016-03-30,4.4,15.1,15.8,27.0,330267.0,8580.38
2016-03-31,0.0,18.5,13.9,23.8,330267.0,8673.24
2016-04-01,0.0,20.0,13.7,26.5,332652.0,8694.68
2016-04-02,0.0,18.8,15.2,30.6,332652.0,8256.34
2016-04-03,0.0,15.8,19.0,24.2,332652.0,8361.56
2016-04-04,3.8,10.7,18.4,22.6,332652.0,9232.02
2016-04-05,0.8,19.3,15.0,27.5,332652.0,9535.95
2016-04-06,0.0,19.1,16.3,34.3,332652.0,10269.17
2016-04-07,0.0,4.5,18.5,22.0,332652.0,9008.67
2016-04-08,0.0,4.0,16.4,20.5,332652.0,8872.11
2016-04-09,0.2,18.2,14.0,23.1,332652.0,8218.76
2016-04-10,0.0,17.8,12.8,27.9,332652.0,8288.75
2016-04-11,0.0,18.6,10.9,24.7,332652.0,9075.29
2016-04-12,0.0,10.6,14.6,21.3,332652.0,8991.18
2016-04-13,0.0,12.9,12.5,22.5,332652.0,8850.58
2016-04-14,1.6,10.5,13.5,22.2,332652.0,9130.21
2016-04-15,0.0,17.4,12.8,26.0,332652.0,8861.44
2016-04-16,0.0,15.6,13.0,27.1,332652.0,8341.99
2016-04-17,0.0,8.0,14.8,21.6,332652.0,8356.41
2016-04-18,0.0,13.9,13.1,21.6,332652.0,9152.76
2016-04-19,1.0,12.6,15.4,22.4,332652.0,9120.32
2016-04-20,0.2,15.6,13.6,25.5,332652.0,9143.72
2016-04-21,0.0,16.1,13.5,26.2,332652.0,9282.79
2016-04-22,0.0,8.7,15.2,24.3,332652.0,8846.04
2016-04-23,0.8,5.4,15.0,18.0,332652.0,8175.8
2016-04-24,8.2,14.1,12.0,20.9,332652.0,8095.27
2016-04-25,0.0,15.9,9.9,22.3,332652.0,8326.38
2016-04-26,0.0,14.4,10.9,23.7,332652.0,9115.41
2016-04-27,0.0,15.2,11.8,24.3,332652.0,9104.9
2016-04-28,0.0,13.5,12.5,26.1,332652.0,9175.86
2016-04-29,0.0,9.9,12.1,24.9,332652.0,8925.26
2016-04-30,0.0,10.2,16.2,25.7,332652.0,8326.57
2016-05-01,4.4,9.4,14.3,27.4,335084.0,8267.65
2016-05-02,0.0,12.6,8.8,22.9,335084.0,9324.2
2016-05-03,0.0,15.4,7.7,25.4,335084.0,9070.99
2016-05-04,0.0,14.9,10.2,25.1,335084.0,9116.57
2016-05-05,0.0,15.2,10.1,23.6,335084.0,9196.86
2016-05-06,0.0,15.0,9.7,25.9,335084.0,8967.51
2016-05-07,0.0,14.5,8.7,24.8,335084.0,8416.35
2016-05-08,0.0,4.8,13.8,20.6,335084.0,8380.61
2016-05-09,2.8,4.3,17.4,22.1,335084.0,9374.97
2016-05-10,0.6,14.4,16.4,24.0,335084.0,9305.45
2016-05-11,0.0,13.5,7.1,21.9,335084.0,9297.85
2016-05-12,0.0,14.0,9.4,23.8,335084.0,9261.55
2016-05-13,0.0,14.3,9.2,25.1,335084.0,9001.85
2016-05-14,0.0,14.2,6.8,25.9,335084.0,8346.44
2016-05-15,0.0,7.8,7.2,24.7,335084.0,8375.15
2016-05-16,0.0,12.2,8.4,23.4,335084.0,9300.99
2016-05-17,0.0,12.3,10.5,27.7,335084.0,9238.23
2016-05-18,0.0,9.4,7.6,21.0,335084.0,9354.71
2016-05-19,0.0,12.1,7.6,22.3,335084.0,9299.37
2016-05-20,0.0,12.0,7.3,23.2,335084.0,9129.51
2016-05-21,0.0,9.7,10.3,21.2,335084.0,8613.25
2016-05-22,0.0,11.6,11.0,23.6,335084.0,8576.65
2016-05-23,0.0,10.5,9.7,27.1,335084.0,9371.66
2016-05-24,0.0,11.6,8.0,21.1,335084.0,9594.28
2016-05-25,0.0,11.5,4.7,20.7,335084.0,9759.65
2016-05-26,0.4,6.7,11.2,20.4,335084.0,9909.25
2016-05-27,0.0,11.5,8.4,17.9,335084.0,9774.66
2016-05-28,0.0,5.1,3.8,15.2,335084.0,9751.75
2016-05-29,5.8,11.4,3.8,18.4,335084.0,9914.2
2016-05-30,0.0,11.4,5.1,18.5,335084.0,11100.67
2016-05-31,0.0,6.4,5.8,16.7,335084.0,10892.26
2016-06-01,5.2,6.5,10.1,17.8,337347.0,10571.67
2016-06-02,0.0,10.8,8.9,18.1,337347.0,10283.48
2016-06-03,0.0,7.2,10.2,17.9,337347.0,10100.42
2016-06-04,24.2,2.9,14.6,20.9,337347.0,9429.86
2016-06-05,141.0,2.3,13.8,19.3,337347.0,9802.31
2016-06-06,127.4,8.3,8.3,18.1,337347.0,10603.14
2016-06-07,0.0,9.3,7.3,19.4,337347.0,10663.23
2016-06-08,0.0,11.0,9.0,20.4,337347.0,10162.82
2016-06-09,0.0,9.5,11.8,22.1,337347.0,9670.84
2016-06-10,0.0,10.8,8.0,21.0,337347.0,9469.29
2016-06-11,0.0,10.7,7.6,19.8,337347.0,9293.55
2016-06-12,0.0,10.9,5.5,17.2,337347.0,9661.81
2016-06-13,0.0,10.3,5.2,18.8,337347.0,10042.85
2016-06-14,0.0,10.9,5.9,20.7,337347.0,10557.85
2016-06-15,0.0,10.2,5.1,20.3,337347.0,10546.92
2016-06-16,0.0,11.0,4.9,20.9,337347.0,10264.07
2016-06-17,0.0,6.5,6.7,19.5,337347.0,10193.22
2016-06-18,4.0,8.5,13.2,20.3,337347.0,9304.47
2016-06-19,0.0,3.6,13.5,19.2,337347.0,9755.58
2016-06-20,29.4,7.8,14.0,19.9,337347.0,10567.49
2016-06-21,0.0,9.7,12.2,18.0,337347.0,10809.7
2016-06-22,0.0,10.2,10.6,19.6,337347.0,10499.22
2016-06-23,0.0,9.5,5.3,17.1,337347.0,10803.04
2016-06-24,0.0,8.0,9.2,15.9,337347.0,11292.38
2016-06-25,0.0,11.0,6.0,14.3,337347.0,10837.76
2016-06-26,0.0,9.3,3.8,14.1,337347.0,11330.91
2016-06-27,0.0,5.3,7.3,11.7,337347.0,12599.78
2016-06-28,1.6,11.1,6.4,16.3,337347.0,11796.25
2016-06-29,0.0,11.1,4.2,19.1,337347.0,11735.2
2016-06-30,0.0,8.1,0.8,16.4,337347.0,11904.18
2016-07-01,0.0,11.1,4.9,16.3,339638.0,11112.07
2016-07-02,0.0,11.2,4.3,17.4,339638.0,10302.68
2016-07-03,0.0,11.2,3.3,17.1,339638.0,10604.87
2016-07-04,0.0,9.9,1.2,15.1,339638.0,11980.94
2016-07-05,4.2,9.5,5.1,18.3,339638.0,11439.94
2016-07-06,0.4,9.5,9.7,17.2,339638.0,11439.77
2016-07-07,6.6,7.7,12.5,16.6,339638.0,10791.74
2016-07-08,16.8,5.0,9.1,15.2,339638.0,10661.73
2016-07-09,12.4,9.0,7.3,17.4,339638.0,9979.54
2016-07-10,1.2,10.1,10.1,18.7,339638.0,9908.86
2016-07-11,0.0,2.9,10.8,18.6,339638.0,10509.59
2016-07-12,0.0,11.0,7.3,19.8,339638.0,10586.72
2016-07-13,0.0,11.6,7.4,13.5,339638.0,11621.42
2016-07-14,0.0,11.6,4.0,16.3,339638.0,11571.39
2016-07-15,0.0,14.6,2.9,16.9,339638.0,11199.5
2016-07-16,0.0,10.8,5.93,17.340000000000003,339638.0,10190.52
2016-07-17,1.2,9.1,5.57,18.42,339638.0,9724.74
2016-07-18,0.2,11.6,5.4,18.72,339638.0,9890.62
2016-07-19,0.0,10.6,15.8,25.0,339638.0,9640.73
2016-07-20,16.0,3.2,14.3,16.8,339638.0,10182.9
2016-07-21,12.8,8.2,10.5,18.7,339638.0,9863.04
2016-07-22,0.4,10.6,9.6,25.4,339638.0,9220.47
2016-07-23,3.2,12.5,9.6,17.6,339638.0,9429.16
2016-07-24,0.0,9.8,5.3,13.9,339638.0,10869.75
2016-07-25,0.0,12.7,3.5,17.2,339638.0,11243.65
2016-07-26,0.0,12.8,3.7,18.0,339638.0,10876.64
2016-07-27,0.0,12.1,6.0,18.2,339638.0,10748.44
2016-07-28,0.0,13.0,6.0,19.0,339638.0,10779.66
2016-07-29,0.0,13.1,4.6,18.4,339638.0,10605.96
2016-07-30,0.0,12.1,6.6,18.1,339638.0,9865.85
2016-07-31,0.0,8.4,7.1,20.5,339638.0,9774.62
2016-08-01,0.0,5.5,6.5,17.3,342339.0,10996.84
2016-08-02,0.6,6.0,9.7,14.9,342339.0,11700.27
2016-08-03,17.4,7.5,10.6,13.9,342339.0,11660.81
2016-08-04,13.8,10.8,10.2,15.9,342339.0,11406.23
2016-08-05,1.8,8.2,9.2,15.0,342339.0,10837.58
2016-08-06,0.2,9.6,8.0,15.4,342339.0,10073.81
2016-08-07,0.0,10.6,8.8,17.0,342339.0,10155.2
2016-08-08,0.2,14.2,6.7,18.7,342339.0,10674.45
2016-08-09,0.0,12.5,4.4,18.7,342339.0,10470.33
2016-08-10,0.0,14.2,11.8,24.4,342339.0,9446.24
2016-08-11,0.0,14.6,6.4,18.9,342339.0,10057.89
2016-08-12,0.0,14.2,4.6,17.6,342339.0,10132.97
2016-08-13,0.0,14.8,4.0,19.5,342339.0,9337.95
2016-08-14,0.0,13.1,4.3,18.9,342339.0,9678.69
2016-08-15,0.0,15.0,5.2,20.0,342339.0,10173.5
2016-08-16,0.0,15.2,5.8,22.0,342339.0,9754.85
2016-08-17,0.0,15.1,6.0,23.6,342339.0,9613.55
2016-08-18,0.0,15.5,6.8,22.7,342339.0,9568.89
2016-08-19,0.0,14.0,6.0,22.9,342339.0,9223.91
2016-08-20,2.0,14.6,6.7,17.1,342339.0,9318.55
2016-08-21,0.0,15.9,3.5,19.4,342339.0,9614.55
2016-08-22,0.0,6.3,6.3,13.9,342339.0,11663.09
2016-08-23,5.2,12.4,6.9,16.9,342339.0,10858.02
2016-08-24,1.6,4.2,9.1,13.7,342339.0,11353.79
2016-08-25,56.4,13.8,8.9,16.2,342339.0,10858.85
2016-08-26,0.2,13.4,5.4,15.4,342339.0,10710.53
2016-08-27,0.0,16.9,6.5,19.2,342339.0,9492.24
2016-08-28,0.0,17.0,3.9,19.4,342339.0,9702.42
2016-08-29,0.0,12.5,5.1,19.0,342339.0,10461.22
2016-08-30,0.0,14.3,8.3,20.8,342339.0,9844.32
2016-08-31,0.0,9.1,12.3,22.9,342339.0,9524.4
2016-09-01,0.0,16.2,8.1,22.2,344937.0,9418.48
2016-09-02,8.6,3.5,14.2,16.7,344937.0,9663.8
2016-09-03,23.0,15.1,10.1,19.9,344937.0,8771.31
2016-09-04,0.0,18.0,5.8,20.2,344937.0,8809.21
2016-09-05,0.0,18.3,6.6,20.7,344937.0,9635.77
2016-09-06,0.0,18.5,7.0,22.6,344937.0,9394.33
2016-09-07,0.0,17.0,9.8,21.4,344937.0,9140.54
2016-09-08,0.0,13.5,12.5,22.3,344937.0,9283.35
2016-09-09,0.0,17.5,11.7,23.6,344937.0,8910.77
2016-09-10,1.4,17.8,13.8,22.0,344937.0,8323.85
2016-09-11,0.0,18.5,8.4,20.0,344937.0,8622.87
2016-09-12,0.0,19.1,9.9,20.8,344937.0,9284.23
2016-09-13,0.0,9.7,15.4,19.3,344937.0,9301.85
2016-09-14,2.2,13.2,15.5,23.7,344937.0,9107.08
2016-09-15,0.0,18.2,13.1,21.1,344937.0,9167.42
2016-09-16,0.2,18.1,10.0,21.2,344937.0,8701.06
2016-09-17,0.0,18.7,6.8,21.8,344937.0,8345.91
2016-09-18,0.0,4.4,11.3,15.2,344937.0,9223.23
2016-09-19,11.4,20.6,11.5,20.1,344937.0,9296.87
2016-09-20,0.0,19.0,6.4,20.0,344937.0,9499.25
2016-09-21,0.0,11.1,11.6,20.1,344937.0,9493.91
2016-09-22,0.6,11.5,9.9,19.3,344937.0,9429.12
2016-09-23,0.0,13.7,14.9,20.5,344937.0,8742.82
2016-09-24,0.2,19.6,10.0,21.7,344937.0,8032.58
2016-09-25,0.2,11.7,13.4,21.2,344937.0,8343.57
2016-09-26,0.2,21.1,8.8,20.4,344937.0,8992.71
2016-09-27,0.0,21.1,8.1,22.7,344937.0,9110.17
2016-09-28,0.0,21.6,8.0,20.0,344937.0,8895.15
2016-09-29,2.4,10.6,9.0,22.0,344937.0,9185.07
2016-09-30,0.4,17.9,12.0,18.3,344937.0,9079.62
2016-10-01,0.0,21.8,10.5,21.2,347490.0,8013.01
2016-10-02,0.0,23.2,6.5,25.4,347490.0,7482.06
2016-10-03,0.0,17.9,13.8,24.7,347490.0,7887.4
2016-10-04,0.0,23.4,8.2,23.0,347490.0,8562.23
2016-10-05,0.0,23.6,11.0,22.3,347490.0,8398.98
2016-10-06,0.0,22.9,6.1,27.3,347490.0,8266.48
2016-10-07,0.0,22.1,11.4,29.7,347490.0,8174.26
2016-10-08,0.0,17.6,15.8,22.2,347490.0,7654.87
2016-10-09,0.0,22.0,11.0,21.5,347490.0,7881.89
2016-10-10,0.0,20.8,13.1,32.2,347490.0,8771.3
2016-10-11,0.2,24.8,11.3,19.8,347490.0,8383.1
2016-10-12,0.0,21.5,7.2,22.2,347490.0,8442.04
2016-10-13,0.0,20.9,9.6,16.9,347490.0,8699.25
2016-10-14,0.0,25.2,7.5,20.1,347490.0,8699.94
2016-10-15,0.0,25.5,7.1,25.3,347490.0,7490.01
2016-10-16,0.0,25.6,8.9,29.3,347490.0,7789.73
2016-10-17,0.0,6.7,13.3,23.8,347490.0,8474.22
2016-10-18,3.6,25.2,6.7,24.2,347490.0,8324.4
